Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,"₹ 10,231","₹ 20,364",3,No,14,3,4,23,3,4,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,"₹ 5,410","₹ 2,323",9,Yes,11,3,4,18,2,3,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,"₹ 7,978","₹ 14,075",1,No,11,3,4,10,2,3,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,"₹ 3,867","₹ 14,222",1,Yes,12,3,2,2,2,3,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,"₹ 2,838","₹ 4,257",0,No,14,3,2,8,6,2,7,0,7,7
30,No,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,"₹ 4,695","₹ 12,858",7,Yes,18,3,3,10,3,3,8,4,1,7
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,"₹ 3,339","₹ 17,285",3,Yes,13,3,1,10,2,3,7,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,"₹ 2,080","₹ 4,732",2,No,11,3,2,5,2,2,3,2,1,2
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,"₹ 2,096","₹ 18,830",1,No,18,3,4,2,3,2,2,2,2,1
32,No,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,"₹ 6,209","₹ 11,693",1,No,15,3,3,10,4,4,10,7,0,8
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,"₹ 18,061","₹ 13,035",3,No,22,4,3,22,4,3,0,0,0,0
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,"₹ 17,123","₹ 17,334",6,Yes,13,3,4,21,4,3,19,9,15,2
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,"₹ 2,372","₹ 26,076",1,No,12,3,4,2,3,3,2,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,"₹ 4,883","₹ 22,845",1,No,18,3,1,10,3,3,10,4,1,1
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,"₹ 3,904","₹ 22,154",0,No,13,3,1,6,2,3,5,2,0,3
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,"₹ 4,627","₹ 23,631",0,No,12,3,1,10,6,3,9,2,6,7
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,"₹ 7,094","₹ 5,747",3,No,12,3,1,10,0,3,7,7,1,7
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,"₹ 3,423","₹ 22,957",6,No,12,3,3,10,3,4,7,6,5,7
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,"₹ 6,674","₹ 16,392",0,No,11,3,1,10,6,3,9,8,7,5
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,"₹ 16,880","₹ 22,422",4,Yes,11,3,2,25,2,3,3,2,1,2
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,"₹ 9,094","₹ 17,235",2,Yes,12,3,3,9,2,3,5,4,1,0
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,"₹ 8,446","₹ 21,534",9,Yes,19,3,3,10,2,2,8,7,7,7
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,"₹ 11,916","₹ 25,927",1,Yes,23,4,4,9,2,3,9,1,0,8
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,"₹ 4,534","₹ 13,352",0,No,11,3,1,9,6,3,8,7,1,7
31,No,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,"₹ 9,852","₹ 8,935",1,Yes,19,3,1,10,5,2,10,8,9,6
41,No,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,"₹ 6,151","₹ 22,074",1,No,13,3,1,19,4,3,19,2,11,9
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,"₹ 2,302","₹ 8,319",1,Yes,11,3,1,3,2,4,3,2,2,2
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,"₹ 2,362","₹ 14,669",4,No,12,3,3,10,4,4,3,2,1,2
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,"₹ 17,861","₹ 26,582",0,Yes,13,3,4,21,3,2,20,8,2,10
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,"₹ 19,187","₹ 6,992",4,No,14,3,4,23,5,3,19,9,9,11
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,"₹ 19,717","₹ 4,022",6,No,14,3,1,36,4,3,7,3,7,7
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,"₹ 3,544","₹ 8,532",9,No,16,3,2,6,0,3,4,2,0,0
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,"₹ 8,500","₹ 5,494",0,No,11,3,4,10,0,2,9,7,1,6
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,"₹ 4,661","₹ 22,455",1,No,13,3,3,9,4,3,9,8,8,8
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,"₹ 4,103","₹ 4,297",0,No,17,3,4,10,2,3,9,3,1,7
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,"₹ 4,249","₹ 2,690",1,Yes,11,3,2,9,3,3,9,6,1,1
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,"₹ 14,026","₹ 17,588",1,Yes,11,3,2,33,2,3,33,9,0,10
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,"₹ 6,893","₹ 19,461",3,No,15,3,4,11,3,3,7,7,1,7
34,No,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,"₹ 6,125","₹ 23,553",1,No,12,3,4,10,6,4,10,8,9,6
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,"₹ 3,669","₹ 9,075",3,No,11,3,3,7,6,2,3,2,1,2
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,"₹ 10,008","₹ 12,023",7,Yes,14,3,4,31,0,2,10,9,5,9
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,"₹ 2,387","₹ 6,762",3,No,22,4,3,7,3,3,4,2,0,3
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,"₹ 4,639","₹ 2,261",2,No,16,3,4,17,2,2,15,7,6,13
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,"₹ 7,898","₹ 18,706",1,No,11,3,3,11,2,3,10,9,0,8
27,No,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,"₹ 2,534","₹ 6,527",8,No,14,3,2,5,4,3,1,0,0,0
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,"₹ 13,142","₹ 24,439",3,No,16,3,2,29,1,2,5,2,0,3
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,"₹ 1,611","₹ 19,305",1,No,15,3,3,0,5,4,0,0,0,0
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,"₹ 5,363","₹ 10,846",0,No,12,3,2,10,0,3,9,7,0,0
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,"₹ 5,071","₹ 20,392",3,No,20,4,2,8,3,3,6,2,0,0
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,"₹ 13,695","₹ 9,277",6,Yes,17,3,3,24,2,2,19,7,3,8
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,"₹ 13,402","₹ 18,235",4,Yes,12,3,1,33,0,3,19,16,15,9
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,"₹ 2,029","₹ 15,891",1,No,20,4,3,5,2,3,5,4,0,0
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,"₹ 6,377","₹ 13,888",5,No,20,4,2,15,0,3,12,11,11,8
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,"₹ 5,429","₹ 17,491",4,No,13,3,1,10,1,3,8,7,7,7
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,"₹ 2,785","₹ 11,882",7,No,14,3,3,3,3,4,1,0,0,0
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,"₹ 4,614","₹ 23,288",0,Yes,18,3,3,5,0,2,4,2,3,2
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,"₹ 2,610","₹ 15,748",1,No,11,3,4,4,2,3,4,2,0,3
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,"₹ 6,687","₹ 6,163",1,No,11,3,4,14,2,4,14,11,4,11
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,"₹ 4,724","₹ 24,232",1,No,11,3,3,5,0,3,5,3,0,4
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,"₹ 6,179","₹ 21,057",1,Yes,15,3,4,10,3,2,10,2,6,7
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,"₹ 6,120","₹ 3,567",3,Yes,12,3,4,8,2,4,5,4,1,4
51,No,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,"₹ 10,596","₹ 15,395",2,No,11,3,2,14,5,3,4,2,3,2
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,"₹ 5,467","₹ 13,953",3,Yes,14,3,1,12,4,2,6,2,3,3
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,"₹ 2,996","₹ 5,182",7,Yes,15,3,4,8,2,3,6,4,1,3
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,"₹ 9,998","₹ 19,293",6,No,13,3,1,8,2,4,5,4,1,2
32,No,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,"₹ 4,078","₹ 20,497",0,Yes,13,3,1,4,3,2,3,2,1,2
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,"₹ 10,920","₹ 3,449",3,No,21,4,2,13,2,3,6,4,0,5
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,"₹ 6,232","₹ 12,477",2,No,11,3,2,6,3,2,3,2,1,2
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,"₹ 13,247","₹ 9,731",2,Yes,11,3,2,24,3,2,5,3,0,2
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,"₹ 4,081","₹ 20,003",1,Yes,14,3,1,20,3,1,20,7,1,8
27,No,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,"₹ 5,769","₹ 7,100",1,Yes,11,3,4,6,3,3,6,2,4,4
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,"₹ 2,394","₹ 25,681",1,Yes,13,3,4,8,2,3,8,2,7,7
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,"₹ 3,904","₹ 4,050",0,No,12,3,4,5,2,3,4,3,1,1
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,"₹ 16,799","₹ 16,616",0,No,14,3,3,21,5,3,20,7,0,9
52,No,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,"₹ 2,950","₹ 17,363",9,No,13,3,3,12,2,1,5,4,0,4
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,"₹ 3,629","₹ 19,106",4,No,18,3,1,8,6,3,3,2,0,2
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,"₹ 9,362","₹ 19,944",2,No,11,3,3,10,2,3,2,2,2,2
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,"₹ 3,229","₹ 4,910",4,No,11,3,2,7,2,2,3,2,0,2
26,No,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,"₹ 3,578","₹ 23,577",0,No,12,3,4,8,2,3,7,7,0,7
29,No,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,"₹ 7,988","₹ 9,769",1,No,13,3,1,10,3,2,10,9,0,9
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,"₹ 4,284","₹ 22,710",3,No,20,4,1,20,2,3,4,3,1,3
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,"₹ 7,553","₹ 22,930",0,Yes,12,3,1,9,1,3,8,7,7,7
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,"₹ 17,328","₹ 5,652",6,No,19,3,4,29,3,2,20,7,12,7
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,"₹ 19,701","₹ 22,456",3,Yes,21,4,3,32,3,3,9,8,1,5
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,"₹ 14,732","₹ 12,414",2,No,13,3,4,31,4,4,7,7,0,0
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,"₹ 9,278","₹ 20,763",3,Yes,16,3,4,15,3,3,5,4,0,1
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,"₹ 1,359","₹ 16,154",1,No,12,3,2,1,3,3,1,0,0,0
30,No,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,"₹ 4,779","₹ 12,761",7,No,14,3,2,8,3,3,3,2,0,2
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,"₹ 16,422","₹ 8,847",3,No,11,3,3,9,3,4,3,2,1,0
34,No,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,"₹ 2,996","₹ 20,284",5,No,14,3,3,10,2,3,4,3,1,3
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,"₹ 1,261","₹ 22,262",1,No,12,3,3,1,3,4,1,0,0,0
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,"₹ 2,099","₹ 7,679",0,No,14,3,2,6,3,4,5,0,1,4
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,"₹ 5,810","₹ 22,604",1,No,16,3,3,10,2,2,10,4,1,8
36,No,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,"₹ 5,647","₹ 13,494",4,No,13,3,1,11,3,2,3,2,0,2
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,"₹ 3,420","₹ 10,205",7,No,12,3,3,17,2,2,6,5,1,2
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,"₹ 4,400","₹ 15,182",3,No,12,3,1,6,2,3,3,2,2,2
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,"₹ 3,500","₹ 25,470",0,No,14,3,1,7,2,1,6,5,1,3
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,"₹ 2,066","₹ 10,494",2,No,22,4,4,5,3,4,3,2,1,0
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,"₹ 17,169","₹ 26,703",3,No,19,3,2,26,2,4,20,17,5,6
24,No,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,"₹ 4,162","₹ 15,211",1,Yes,12,3,3,5,3,3,5,4,0,3
32,No,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,"₹ 9,204","₹ 23,343",4,No,12,3,3,7,3,2,4,3,0,3
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,"₹ 3,294","₹ 3,708",5,No,17,3,1,7,2,2,5,4,0,2
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,"₹ 2,127","₹ 5,561",2,Yes,12,3,1,7,5,2,4,2,0,3
40,No,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,"₹ 3,975","₹ 23,099",3,No,11,3,3,11,2,4,8,7,0,7
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,"₹ 10,793","₹ 8,386",1,No,18,3,1,13,5,3,13,7,9,9
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,"₹ 10,096","₹ 15,986",4,No,11,3,1,28,1,4,7,7,4,3
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,"₹ 3,646","₹ 17,181",2,Yes,23,4,2,11,2,4,1,0,0,0
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,"₹ 7,446","₹ 8,931",1,No,11,3,1,10,2,3,10,8,4,7
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,"₹ 10,851","₹ 19,863",2,Yes,18,3,2,24,2,3,7,7,0,7
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,"₹ 2,109","₹ 24,609",9,No,18,3,4,8,3,3,3,2,0,2
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,"₹ 3,722","₹ 21,081",6,Yes,13,3,3,7,2,1,2,2,2,2
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,"₹ 9,380","₹ 14,720",4,Yes,18,3,4,10,4,4,3,1,1,2
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,"₹ 5,486","₹ 24,795",4,No,11,3,1,15,3,3,2,2,2,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,"₹ 2,742","₹ 3,072",1,No,15,3,4,2,0,3,2,2,2,2
40,No,Non-Travel,218,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,"₹ 13,757","₹ 25,178",2,No,11,3,3,16,5,3,9,8,4,8
28,No,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,"₹ 8,463","₹ 23,490",0,No,18,3,4,6,4,3,5,4,1,3
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,"₹ 3,162","₹ 7,973",3,No,14,3,4,7,5,3,5,2,0,3
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,"₹ 16,598","₹ 19,764",4,No,12,3,2,35,2,2,9,8,8,8
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,"₹ 6,651","₹ 21,534",2,No,14,3,2,20,0,2,3,2,1,2
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,"₹ 2,345","₹ 8,045",2,No,14,3,3,8,3,4,3,1,1,2
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,"₹ 3,420","₹ 21,158",1,No,13,3,3,6,3,2,5,2,1,3
33,No,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,"₹ 4,373","₹ 17,456",0,No,14,3,1,5,2,3,4,3,0,3
34,No,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,"₹ 4,759","₹ 15,891",3,No,18,3,4,15,2,3,13,9,3,12
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,"₹ 5,301","₹ 2,939",8,No,15,3,3,4,2,2,2,1,2,2
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,"₹ 3,673","₹ 16,458",1,No,13,3,3,12,3,3,12,9,5,8
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,"₹ 4,768","₹ 9,282",7,No,12,3,3,11,4,2,1,0,0,0
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,"₹ 1,274","₹ 7,152",1,No,13,3,2,1,2,2,1,0,0,0
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,"₹ 4,900","₹ 2,721",0,No,24,4,1,13,2,2,12,9,2,8
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,"₹ 10,466","₹ 20,948",3,No,14,3,2,29,3,3,8,7,0,7
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,"₹ 17,007","₹ 11,929",7,No,14,3,4,16,3,2,14,8,6,9
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,"₹ 2,909","₹ 15,747",3,No,15,3,4,5,3,4,3,2,1,2
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,"₹ 5,765","₹ 17,485",5,No,11,3,1,7,4,1,5,3,0,0
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,"₹ 4,599","₹ 7,815",0,Yes,23,4,3,16,2,4,15,9,10,10
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,"₹ 2,404","₹ 16,192",1,No,13,3,1,1,3,3,1,0,0,0
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,"₹ 3,172","₹ 16,998",2,Yes,11,3,3,4,2,2,0,0,0,0
24,No,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,"₹ 2,033","₹ 7,103",1,No,13,3,3,1,2,3,1,0,0,0
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,"₹ 10,209","₹ 19,719",5,Yes,18,3,2,16,2,2,2,2,2,2
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,"₹ 8,620","₹ 23,757",1,No,14,3,3,10,3,3,10,7,0,4
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,"₹ 2,064","₹ 15,428",0,No,21,4,1,6,3,4,5,3,1,3
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,"₹ 4,035","₹ 16,143",0,Yes,16,3,2,4,2,3,3,2,1,2
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,"₹ 3,838","₹ 8,192",8,No,11,3,4,8,5,3,5,4,0,2
47,No,Travel_Rarely,571,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,"₹ 4,591","₹ 24,200",3,Yes,17,3,3,11,4,2,5,4,1,2
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,"₹ 2,561","₹ 5,355",7,No,11,3,3,8,2,2,0,0,0,0
